group_id,query,atc_code,label
673,ranit,G03CA57,0
673,ranit,P01AB02,0
674,zant,A02BA02,1
674,zant,V03AE05,0
674,zant,L01BB02,0
674,zant,J07BF03,0
674,zant,L02AE05,0
675,rese,C02AA04,1
675,rese,J07BB03,0
675,rese,B03AC04,0
675,rese,J05AX05,0
675,rese,N03AG06,0
676,serpasil,C02AA04,1
676,serpasil,G03XB01,0
676,serpasil,C01BD01,0
676,serpasil,J01DD02,0
676,serpasil,B03AC09,0
677,serp,C02AA04,1
677,serp,B01AC05,0
677,serp,N02AB03,0
677,serp,J02AX06,0
677,serp,A10BK03,0
678,rfmpc,J04AB02,1
678,rfmpc,N02AA08,0
678,rfmpc,V08CA08,0
678,rfmpc,P01BD01,0
678,rfmpc,B01AA07,0
679,rifam,J04AB02,1
679,rifam,G02CX01,0
679,rifam,B05BA01,0
679,rifam,J07AL02,0
679,rifam,D01AE15,0
680,rifa,J04AB02,1
680,rifa,C01EB09,0
680,rifa,R06AX26,0
680,rifa,R06AB54,0
680,rifa,L01XE41,0
681,risperdal consta,N05AX08,1
681,risperdal consta,P01BA02,0
681,risperdal consta,B03XA01,0
681,risperdal consta,L01XC06,0
681,risperdal consta,L04AA36,0
682,zoticon,N05AX08,1
682,zoticon,J07BH02,0
682,zoticon,L01XA03,0
682,zoticon,C01BA01,0
682,zoticon,V03AE05,0
683,risp,N05AX08,1
683,risp,C10AA03,0
683,risp,A10BJ02,0
683,risp,J06AA03,0
683,risp,S02BA08,0
684,salbu,R03AC02,1
684,salbu,G03CA01,0
684,salbu,B03AB11,0
684,salbu,D02AB02,0
684,salbu,B01AF02,0
685,vento,R03AC02,1
685,vento,C03BA11,0
685,vento,J05AR03,0
685,vento,L01BC02,0
685,vento,J02AC04,0
686,inhalation,R03AC02,1
686,inhalation,S01JA01,0
686,inhalation,L04AX01,0
686,inhalation,P02DA01,0
686,inhalation,A10BX02,0
687,sali,D01AE12,1
687,sali,A10BJ02,0
687,sali,G03XC01,0
687,sali,A16AA05,0
687,sali,H02AB07,0
688,slcyl,D01AE12,1
688,slcyl,N01BB20,0
688,slcyl,C09AA10,0
688,slcyl,N06AX21,0
688,slcyl,B05AA05,0
689,salicylic,D01AE12,1
689,salicylic,L03AB08,0
689,salicylic,S01EC07,0
689,salicylic,L03AA13,0
689,salicylic,L04AA31,0
690,zolo,N06AB06,1
690,zolo,B01AD01,0
690,zolo,A07XA01,0
690,zolo,V09GA01,0
690,zolo,J06BB16,0
691,sertra,N06AB06,1
691,sertra,M03BA02,0
691,sertra,L01BB04,0
691,sertra,L01XC08,0
691,sertra,L04AC07,0
692,sertraline,N06AB06,1
692,sertraline,A12AA01,0
692,sertraline,A10BK03,0
692,sertraline,N02CA52,0
692,sertraline,M03CA01,0
693,viagra,G04BE03,1
693,viagra,B01AD02,0
693,viagra,V08AB05,0
693,viagra,J05AX65,0
693,viagra,D07AC01,0
694,viagr,G04BE03,1
694,viagr,N03AD01,0
694,viagr,N04BD02,0
694,viagr,L02BG06,0
694,viagr,S02CA03,0
695,reva,G04BE03,1
695,reva,J01MB02,0
695,reva,N06AA21,0
695,reva,A03AB04,0
695,reva,A11HA04,0
696,smvst,C10AA01,1
696,smvst,L01FH03,0
696,smvst,R03AC03,0
696,smvst,D08AX01,0
696,smvst,H01BB02,0
697,zoco,C10AA01,1
697,zoco,V03A,0
697,zoco,V08AA01,0
697,zoco,N02AA08,0
697,zoco,R03AK06,0
698,zocor,C10AA01,1
698,zocor,C05BB02,0
698,zocor,M03AC03,0
698,zocor,N05CD08,0
698,zocor,R06AX13,0
699,sodiu,B05XA02,1
699,sodiu,M03BX10,0
699,sodiu,N02CA52,0
699,sodiu,A10AB05,0
699,sodiu,N07AB01,0
700,bica,B05XA02,1
700,bica,N01AH06,0
700,bica,V08AB05,0
700,bica,N02BG07,0
700,bica,A11CA01,0
701,bicar,B05XA02,1
701,bicar,J05AE02,0
701,bicar,A10BJ02,0
701,bicar,J04BA02,0
701,bicar,M04AB01,0
702,spiro,C03DA01,1
702,spiro,V03AB25,0
702,spiro,P01BB51,0
702,spiro,J05AF01,0
702,spiro,J05AP51,0
703,alda,C03DA01,1
703,alda,J02AC02,0
703,alda,D08AX01,0
703,alda,A10BH01,0
703,alda,H05BA01,0
704,spironolactone,C03DA01,1
704,spironolactone,N04BA01,0
704,spironolactone,J06BB05,0
704,spironolactone,N04BC04,0
704,spironolactone,C02CA04,0
705,strepto,J01GA01,1
705,strepto,C03BA08,0
705,strepto,J01XX06,0
705,strepto,J05AG03,0
705,strepto,B05XA03,0
706,strpt,J01GA01,1
706,strpt,B01AD11,0
706,strpt,N05AF05,0
706,strpt,A07DA02,0
706,strpt,L01CD02,0
707,strep,J01GA01,1
707,strep,L01XB01,0
707,strep,C10AA05,0
707,strep,C02AC01,0
707,strep,A10BA02,0
708,suxam,M03AB01,1
708,suxam,N02CC04,0
708,suxam,C10AA07,0
708,suxam,M01AX05,0
708,suxam,J04BA01,0
709,succi,M03AB01,1
709,succi,J05AG04,0
709,succi,B02BD03,0
709,succi,A08AB01,0
709,succi,S01AA11,0
710,suxamethonium,M03AB01,1
710,suxamethonium,J05AB06,0
710,suxamethonium,N02CD03,0
710,suxamethonium,N05CF01,0
710,suxamethonium,J05AH02,0
711,vita,A11DA01,1
711,vita,D07CC01,0
711,vita,L01XE32,0
711,vita,J01DA08,0
711,vita,D07AC13,0
712,thiam,A11DA01,1
712,thiam,D06BX01,0
712,thiam,R03BC03,0
712,thiam,L04AA29,0
712,thiam,V03AE07,0
713,vtmn,A11DA01,1
713,vtmn,P02CF01,0
713,vtmn,L01XE04,0
713,vtmn,C03DB01,0
713,vtmn,R03AA03,0
714,caraf,A02BX02,1
714,caraf,L04AA06,0
714,caraf,L01XC02,0
714,caraf,C01DG01,0
714,caraf,V03AB04,0
715,sucralfate,A02BX02,1
715,sucralfate,R06AA01,0
715,sucralfate,C08CA01,0
715,sucralfate,A10BD02,0
715,sucralfate,J01XX01,0
716,carafate,A02BX02,1
716,carafate,R06AA02,0
716,carafate,R05CB02,0
716,carafate,J01AX09,0
716,carafate,G02CB01,0
717,dipentum,A07EC01,1
717,dipentum,J04AM06,0
717,dipentum,J01AA02,0
717,dipentum,H01BA04,0
717,dipentum,C07AA06,0
718,l slz,A07EC01,1
718,l slz,B01AB05,0
718,l slz,A10AC01,0
718,l slz,J02AC05,0
718,l slz,L01XE14,0
719,azul,A07EC01,1
719,azul,B01AD02,0
719,azul,A16AA01,0
719,azul,J05AH03,0
719,azul,B01AX05,0
720,sulf,J01EC01,1
720,sulf,L01XE22,0
720,sulf,C01BD04,0
720,sulf,N01AH02,0
720,sulf,B01AC30,0
721,sulfa,J01EC01,1
721,sulfa,A11HA01,0
721,sulfa,S02AA03,0
721,sulfa,J02AX04,0
721,sulfa,S01BA01,0
722,kem boi,J01EC01,1
722,kem boi,H02AB01,0
722,kem boi,N06AA01,0
722,kem boi,A12AA07,0
722,kem boi,L03AA03,0
723,slfmt,J01EE01,1
723,slfmt,L01XC15,0
723,slfmt,J01CA04,0
723,slfmt,J05AF06,0
723,slfmt,J01AX09,0
724,septr,J01EE01,1
724,septr,M03AC09,0
724,septr,A07XA04,0
724,septr,A10AE05,0
724,septr,M03BB03,0
725,sulfi,J01EE01,1
725,sulfi,A06AD11,0
725,sulfi,A03FA03,0
725,sulfi,D05AA01,0
725,sulfi,H01AA02,0
726,tacro,L04AD02,1
726,tacro,M03BX10,0
726,tacro,R03DX10,0
726,tacro,V08AB07,0
726,tacro,N04BA02,0
727,tacr,L04AD02,1
727,tacr,A08AB01,0
727,tacr,J01CR03,0
727,tacr,J01XE01,0
727,tacr,S01BA01,0
728,progr,L04AD02,1
728,progr,V07AB05,0
728,progr,N02AJ06,0
728,progr,A11HA04,0
728,progr,L01AD02,0
729,tamoxifen,L02BA01,1
729,tamoxifen,N01BB09,0
729,tamoxifen,S01EE01,0
729,tamoxifen,L01XX58,0
729,tamoxifen,A16AX01,0
730,nolv,L02BA01,1
730,nolv,R05CB06,0
730,nolv,L01XA02,0
730,nolv,L02BB02,0
730,nolv,C01DX51,0
731,nolvadex,L02BA01,1
731,nolvadex,L01BA04,0
731,nolvadex,C10AC02,0
731,nolvadex,L04AH02,0
731,nolvadex,P01BF01,0
732,tetracycline,J01AA07,1
732,tetracycline,R03BC03,0
732,tetracycline,D04AB07,0
732,tetracycline,L01XX14,0
732,tetracycline,C01CA03,0
733,tetra,J01AA07,1
733,tetra,L01XX55,0
733,tetra,J07AL01,0
733,tetra,L04AC08,0
733,tetra,L04AC07,0
734,tetr,J01AA07,1
734,tetr,L01XE22,0
734,tetr,L01AD02,0
734,tetr,J01DB09,0
734,tetr,L01XE02,0
735,theodur,R03DA04,1
735,theodur,J01XE01,0
735,theodur,L01XA03,0
735,theodur,A11CC06,0
735,theodur,R06AE05,0
736,theophylline,R03DA04,1
736,theophylline,R06AX26,0
736,theophylline,B05XA02,0
736,theophylline,N02CD01,0
736,theophylline,C09AA06,0
737,amin,R03DA04,1
737,amin,A11CC01,0
737,amin,L01BA06,0
737,amin,A02BA03,0
737,amin,N07BB04,0
738,pentothal,N01AF03,1
738,pentothal,J07BD54,0
738,pentothal,P02CC01,0
738,pentothal,S01CA05,0
738,pentothal,D10AE01,0
739,pent,N01AF03,1
739,pent,N06BX03,0
739,pent,C01CE02,0
739,pent,J07BA02,0
739,pent,H01CC01,0
740,thiopental (dang muoi natri),N01AF03,1
740,thiopental (dang muoi natri),L04AA04,0
740,thiopental (dang muoi natri),G03XA01,0
740,thiopental (dang muoi natri),N05AB04,0
740,thiopental (dang muoi natri),L04AX04,0
741,thyrx,H03AA01,1
741,thyrx,N02CC01,0
741,thyrx,M04AA03,0
741,thyrx,B01AC11,0
741,thyrx,P01AC01,0
742,thyroxine (l-t4),H03AA01,1
742,thyroxine (l-t4),V03AF01,0
742,thyroxine (l-t4),C09CA04,0
742,thyroxine (l-t4),J07BH01,0
742,thyroxine (l-t4),L01AB01,0
743,levox,H03AA01,1
743,levox,M01AB03,0
743,levox,V03AB03,0
743,levox,L04AA01,0
743,levox,N05AD08,0
744,tinizole,P01AB02,1
744,tinizole,M04AA03,0
744,tinizole,S01BA01,0
744,tinizole,R03BA05,0
744,tinizole,N01AB01,0
745,tinda,P01AB02,1
745,tinda,J05AX09,0
745,tinda,N05CF04,0
745,tinda,V09CA02,0
745,tinda,R03DX10,0
746,fasig,P01AB02,1
746,fasig,L01XX24,0
746,fasig,L01AX03,0
746,fasig,A03AB08,0
746,fasig,M03BX08,0
747,ultr,N02AX02,1
747,ultr,J01CR05,0
747,ultr,D06BA01,0
747,ultr,L04AC02,0
747,ultr,C10AB01,0
748,ultra,N02AX02,1
748,ultra,A10AC01,0
748,ultra,R05FA02,0
748,ultra,A11HA02,0
748,ultra,A10BX07,0
749,ultram,N02AX02,1
749,ultram,N06AX23,0
749,ultram,D02AA01,0
749,ultram,B01AE01,0
749,ultram,H02AB02,0
750,tran,N06AF04,1
750,tran,J01DA13,0
750,tran,J01DA07,0
750,tran,C01DA02,0
750,tran,L01XC12,0
751,tranylcypromine,N06AF04,1
751,tranylcypromine,J07BB02,0
751,tranylcypromine,M03BX01,0
751,tranylcypromine,N02AC01,0
751,tranylcypromine,R05FA02,0
752,trany,N06AF04,1
752,trany,L01XE01,0
752,trany,A14AA08,0
752,trany,N04BD03,0
752,trany,J05AX08,0
753,triaz,N05CD05,1
753,triaz,L01CD01,0
753,triaz,N02BG07,0
753,triaz,P01AX11,0
753,triaz,R01AD07,0
754,tria,N05CD05,1
754,tria,N01BB02,0
754,tria,G02CB03,0
754,tria,D05BB02,0
754,tria,B01AE05,0
755,triazo,N05CD05,1
755,triazo,L01BC01,0
755,triazo,J01CR02,0
755,triazo,J06BB04,0
755,triazo,A04AD12,0
756,sona,N05CF03,1
756,sona,J05AX16,0
756,sona,L01DA02,0
756,sona,N02CA02,0
756,sona,C08CA08,0
757,zalep,N05CF03,1
757,zalep,R05CA03,0
757,zalep,J05AH02,0
757,zalep,V08CA03,0
757,zalep,B01AC23,0
758,zlpln,N05CF03,1
758,zlpln,A03AB04,0
758,zlpln,A07FA02,0
758,zlpln,D07AB02,0
758,zlpln,A02BC03,0
759,septr,J01EA01,1
759,septr,G04BE09,0
759,septr,R05CA03,0
759,septr,N05AX15,0
759,septr,B03AA07,0
760,sept,J01EA01,1
760,sept,N07AA02,0
760,sept,A02BC02,0
760,sept,J06BB02,0
760,sept,J04AK05,0
761,trmth,J01EA01,1
761,trmth,S01GX09,0
761,trmth,L01XE34,0
761,trmth,N05AB02,0
761,trmth,N02AA07,0
762,tubocurarine,M03AA01,1
762,tubocurarine,C08CA02,0
762,tubocurarine,N01BC01,0
762,tubocurarine,R05CB01,0
762,tubocurarine,B05BB01,0
763,tubo,M03AA01,1
763,tubo,M01AB08,0
763,tubo,M05BA03,0
763,tubo,S01AB04,0
763,tubo,D01AE04,0
764,tbcrr,M03AA01,1
764,tbcrr,L01XX24,0
764,tbcrr,V03AB03,0
764,tbcrr,A16AX01,0
764,tbcrr,N05BB01,0
765,abbok,B01AD04,1
765,abbok,L01XC19,0
765,abbok,R03BA05,0
765,abbok,J01XB01,0
765,abbok,P02CB02,0
766,ukid,B01AD04,1
766,ukid,P01BF05,0
766,ukid,L01AX04,0
766,ukid,A03FA02,0
766,ukid,A11HA03,0
767,rkns,B01AD04,1
767,rkns,B03AA07,0
767,rkns,C02CA01,0
767,rkns,J04AB04,0
767,rkns,J01FA09,0
768,depac,N03AG01,1
768,depac,J01DA23,0
768,depac,J01XX11,0
768,depac,A02BA01,0
768,depac,P02DA01,0
769,depacon,N03AG01,1
769,depacon,N03AE01,0
769,depacon,N02AX02,0
769,depacon,M01AC01,0
769,depacon,N01BB02,0
770,xi ro,N03AG01,1
770,xi ro,A07AA11,0
770,xi ro,A10BX06,0
770,xi ro,V03AB20,0
770,xi ro,P01BA02,0
771,vera,C08DA01,1
771,vera,C01DX51,0
771,vera,S01GX09,0
771,vera,L01XX05,0
771,vera,R05CA02,0
772,calan,C08DA01,1
772,calan,J05AP51,0
772,calan,L04AC14,0
772,calan,D10AD01,0
772,calan,J05AR01,0
773,diltiazem,C08DA01,1
773,diltiazem,J05AG05,0
773,diltiazem,J01XX11,0
773,diltiazem,L01XE07,0
773,diltiazem,J04AB04,0
774,vinblastine,L01CA01,1
774,vinblastine,A04AA55,0
774,vinblastine,C07AA06,0
774,vinblastine,B02BX06,0
774,vinblastine,N02AB03,0
775,velban,L01CA01,1
775,velban,N04BB01,0
775,velban,V03AB05,0
775,velban,N05BA02,0
775,velban,L02BG03,0
776,velba,L01CA01,1
776,velba,S01JA01,0
776,velba,C07AB12,0
776,velba,L01XX52,0
776,velba,H02AB01,0
777,vncrs,L01CA02,1
777,vncrs,R03DX10,0
777,vncrs,S02AA16,0
777,vncrs,L01XX19,0
777,vncrs,B01AB05,0
778,vincristine,L01CA02,1
778,vincristine,L04AA03,0
778,vincristine,L01XE15,0
778,vincristine,C04AD03,0
778,vincristine,R03AA15,0
779,vincasar,L01CA02,1
779,vincasar,N06AB06,0
779,vincasar,L01AX03,0
779,vincasar,S01BC05,0
779,vincasar,N03AX12,0
780,warfa,B01AA03,1
780,warfa,R03AC03,0
780,warfa,N05CD05,0
780,warfa,J05AF06,0
780,warfa,B02AA02,0
781,couma,B01AA03,1
781,couma,N02CC04,0
781,couma,A10BK02,0
781,couma,L04AC13,0
781,couma,B03BB01,0
782,warfarin,B01AA03,1
782,warfarin,R01AD07,0
782,warfarin,M03AX02,0
782,warfarin,M05BA03,0
782,warfarin,C10AX15,0
783,zdvdn,J05AF01,1
783,zdvdn,N05BA02,0
783,zdvdn,C09AA04,0
783,zdvdn,R03BA02,0
783,zdvdn,J05AB11,0
784,zidovudine (azt),J05AF01,1
784,zidovudine (azt),N05CM18,0
784,zidovudine (azt),L02BA01,0
784,zidovudine (azt),M01AE02,0
784,zidovudine (azt),D02AX01,0
785,zidovir,J05AF01,1
785,zidovir,L01XE11,0
785,zidovir,C10AX08,0
785,zidovir,M03BA02,0
785,zidovir,N05CM01,0
786,cefi,J01DD08,1
786,cefi,L01XX61,0
786,cefi,L04AA04,0
786,cefi,L04AC04,0
786,cefi,L01XC12,0
787,cefis,J01DD08,1
787,cefis,R01AA04,0
787,cefis,J07AM01,0
787,cefis,R06AX02,0
787,cefis,A05BA03,0
788,suprax,J01DD08,1
788,suprax,V03AB05,0
788,suprax,D08AG02,0
788,suprax,R03BB01,0
788,suprax,R06AB04,0
789,vant,J01DD13,1
789,vant,V03AX04,0
789,vant,L01XX02,0
789,vant,C10AX16,0
789,vant,N04AA02,0
790,vantin,J01DD13,1
790,vantin,J01GA01,0
790,vantin,M01AX05,0
790,vantin,G02CX01,0
790,vantin,N05AD08,0
791,hon dich,J01DD13,1
791,hon dich,H01AA02,0
791,hon dich,A02AH01,0
791,hon dich,N05AB04,0
791,hon dich,L01XC07,0
792,bacitracin,D06AX05,1
792,bacitracin,J07AJ51,0
792,bacitracin,B05BC01,0
792,bacitracin,C01CA06,0
792,bacitracin,G03AA14,0
793,bctrc,D06AX05,1
793,bctrc,D01AE13,0
793,bctrc,A11AA03,0
793,bctrc,L01DB01,0
793,bctrc,B03AC07,0
794,baci,D06AX05,1
794,baci,R03BA05,0
794,baci,B02AB01,0
794,baci,V03AX03,0
794,baci,R05DA09,0
795,daflon,C05CA03,1
795,daflon,D06BB10,0
795,daflon,J01CA01,0
795,daflon,L01DA02,0
795,daflon,A07EC01,0
796,dafl,C05CA03,1
796,dafl,L02BA02,0
796,dafl,R03AA15,0
796,dafl,S02BA08,0
796,dafl,J05AB12,0
797,dsmn,C05CA03,1
797,dsmn,R05DB,0
797,dsmn,N03AF02,0
797,dsmn,N05CF02,0
797,dsmn,A10BX06,0
798,domperidone,A03FA03,1
798,domperidone,J01GB03,0
798,domperidone,M01AB08,0
798,domperidone,C03AA03,0
798,domperidone,B05BB01,0
799,motilium,A03FA03,1
799,motilium,A02BC01,0
799,motilium,D01AC03,0
799,motilium,A07EA06,0
799,motilium,L01XE04,0
800,moti,A03FA03,1
800,moti,J01GB04,0
800,moti,M05BA08,0
800,moti,D07AB09,0
800,moti,J07BB02,0
801,smprz,A02BC05,1
801,smprz,V03AE04,0
801,smprz,R01AA07,0
801,smprz,J05AX25,0
801,smprz,C01EB10,0
802,nexiu,A02BC05,1
802,nexiu,D01BA02,0
802,nexiu,A12AA04,0
802,nexiu,L01XE08,0
802,nexiu,V03AF06,0
803,esomeprazole,A02BC05,1
803,esomeprazole,R03AK06,0
803,esomeprazole,N02CC01,0
803,esomeprazole,H01CC01,0
803,esomeprazole,L04AA29,0
804,neurontin,N03AX12,1
804,neurontin,N05CJ02,0
804,neurontin,H05AA02,0
804,neurontin,A06AX04,0
804,neurontin,B05BB01,0
805,gabapentin enacarbile,N03AX12,1
805,gabapentin enacarbile,N02CC03,0
805,gabapentin enacarbile,P02CE01,0
805,gabapentin enacarbile,V10XX01,0
805,gabapentin enacarbile,L01XE08,0
806,gabapentin (dieu tri dau than kinh),N03AX12,1
806,gabapentin (dieu tri dau than kinh),D07AC01,0
806,gabapentin (dieu tri dau than kinh),H05BX02,0
806,gabapentin (dieu tri dau than kinh),B05BC01,0
806,gabapentin (dieu tri dau than kinh),C02AB01,0
807,gliclazide,A10BB09,1
807,gliclazide,N05CF02,0
807,gliclazide,L04AA45,0
807,gliclazide,B01AC17,0
807,gliclazide,D01AE19,0
808,diam,A10BB09,1
808,diam,R05CB01,0
808,diam,N01BA01,0
808,diam,G03DA04,0
808,diam,H01BA01,0
809,diamicron,A10BB09,1
809,diamicron,R01AD12,0
809,diamicron,C09CA07,0
809,diamicron,M05BA04,0
809,diamicron,V08AB04,0
810,amary,A10BB12,1
810,amary,L01CA01,0
810,amary,H05BX04,0
810,amary,M03AC03,0
810,amary,L01FH03,0
811,glipid,A10BB12,1
811,glipid,L01XE37,0
811,glipid,C07AG01,0
811,glipid,P01AA03,0
811,glipid,C08CA02,0
812,glip,A10BB12,1
812,glip,G03AD01,0
812,glip,J01CE08,0
812,glip,D01AE15,0
812,glip,J07BD52,0
813,aprovel,C09CA04,1
813,aprovel,L01XX32,0
813,aprovel,M01AB15,0
813,aprovel,L01XC23,0
813,aprovel,R05CA03,0
814,apro,C09CA04,1
814,apro,M01AB08,0
814,apro,V03AB24,0
814,apro,N05BA01,0
814,apro,D07AB09,0
815,aprov,C09CA04,1
815,aprov,J01GB01,0
815,aprov,L01XE14,0
815,aprov,G03AC01,0
815,aprov,L01CD04,0
816,ke t,M01AE03,1
816,ke t,V03AE10,0
816,ke t,L01AC01,0
816,ke t,J01DB09,0
816,ke t,B05BB01,0
817,ketoprofen,M01AE03,1
817,ketoprofen,N02CX03,0
817,ketoprofen,J05AF09,0
817,ketoprofen,L01XC11,0
817,ketoprofen,H01CC02,0
818,orud,M01AE03,1
818,orud,R03DX09,0
818,orud,V03AB06,0
818,orud,J02AC01,0
818,orud,D02AB02,0
819,tuon,J01MA07,1
819,tuon,B05BB01,0
819,tuon,C07AA06,0
819,tuon,A04AA02,0
819,tuon,L02BG06,0
820,lvflx,J01MA07,1
820,lvflx,B03AC09,0
820,lvflx,B01AB01,0
820,lvflx,L04AA03,0
820,lvflx,B01AD11,0
821,leva,J01MA07,1
821,leva,A02AA04,0
821,leva,L01XK02,0
821,leva,A16AB04,0
821,leva,L04AH01,0
822,toprol,C07AB02,1
822,toprol,J04BA01,0
822,toprol,A02BA01,0
822,toprol,N05AB04,0
822,toprol,V08CA01,0
823,beta,C07AB02,1
823,beta,J07BG01,0
823,beta,N07BA01,0
823,beta,B01AD01,0
823,beta,J01XE02,0
824,lopr,C07AB02,1
824,lopr,M03AC09,0
824,lopr,P01BC02,0
824,lopr,G03AC03,0
824,lopr,N05AD01,0
825,mntlk,R03DC03,1
825,mntlk,P02CC01,0
825,mntlk,N06AB06,0
825,mntlk,R05CB13,0
825,mntlk,N05AD01,0
826,singulair,R03DC03,1
826,singulair,N01AX07,0
826,singulair,A07EC01,0
826,singulair,J05AF05,0
826,singulair,J01DH02,0
827,montair,R03DC03,1
827,montair,L01DC01,0
827,montair,N06AA01,0
827,montair,H05BA01,0
827,montair,A12BA03,0
828,nitre,C08CA08,1
828,nitre,C01DA02,0
828,nitre,M01AX05,0
828,nitre,S01ED51,0
828,nitre,V03AB05,0
829,nitr,C08CA08,1
829,nitr,G03AC01,0
829,nitr,S01BA01,0
829,nitr,A03FA01,0
829,nitr,A12CX,0
830,nitren,C08CA08,1
830,nitren,B03XA02,0
830,nitren,R03DX05,0
830,nitren,N02AJ06,0
830,nitren,A03AX13,0
831,norflox,J01MA06,1
831,norflox,A10AB01,0
831,norflox,A07EC01,0
831,norflox,H05BX02,0
831,norflox,L04AA16,0
832,noro,J01MA06,1
832,noro,C02DA01,0
832,noro,J01CE01,0
832,noro,J05AE01,0
832,noro,L03AA03,0
833,norox,J01MA06,1
833,norox,A10AE05,0
833,norox,N02AF02,0
833,norox,A02BC03,0
833,norox,J05AP51,0
834,pntpr,A02BC02,1
834,pntpr,M05BA01,0
834,pntpr,A10BB01,0
834,pntpr,C10AX,0
834,pntpr,G04BE08,0
835,prot,A02BC02,1
835,prot,B01AB04,0
835,prot,A06AB02,0
835,prot,J05AB12,0
835,prot,J04AK02,0
836,pantoloc,A02BC02,1
836,pantoloc,B01AC16,0
836,pantoloc,S01HA03,0
836,pantoloc,L01XC18,0
836,pantoloc,D08AE04,0
837,piog,A10BG03,1
837,piog,L04AA13,0
837,piog,L04AC08,0
837,piog,V08AB07,0
837,piog,L01XC23,0
838,piogl,A10BG03,1
838,piogl,L01XE09,0
838,piogl,B01AE04,0
838,piogl,A12BA03,0
838,piogl,J05AX08,0
839,actos,A10BG03,1
839,actos,C08CA02,0
839,actos,G04BD04,0
839,actos,J07BC02,0
839,actos,J07BK01,0
840,prega,N03AX16,1
840,prega,R03AC02,0
840,prega,L01AD01,0
840,prega,A16AX01,0
840,prega,N01AH03,0
841,lyrica,N03AX16,1
841,lyrica,R01AD12,0
841,lyrica,B01AD04,0
841,lyrica,A07DA02,0
841,lyrica,J05AF30,0
842,prgbl,N03AX16,1
842,prgbl,D02AX01,0
842,prgbl,S01CA01,0
842,prgbl,L01AC01,0
842,prgbl,N01BB04,0
843,rulid,J01FA06,1
843,rulid,C10AX09,0
843,rulid,L04AA27,0
843,rulid,D02AX01,0
843,rulid,N03AE01,0
844,roxit,J01FA06,1
844,roxit,B03AC02,0
844,roxit,J05AE08,0
844,roxit,L01XE29,0
844,roxit,A04AA55,0
845,roxi,J01FA06,1
845,roxi,H05BX04,0
845,roxi,M03BX10,0
845,roxi,C05BA03,0
845,roxi,J07AJ52,0
846,micardis,C09CA07,1
846,micardis,B01AC23,0
846,micardis,C10AX14,0
846,micardis,N03AD01,0
846,micardis,L02BG06,0
847,telmisartan,C09CA07,1
847,telmisartan,N01BA01,0
847,telmisartan,V03AX09,0
847,telmisartan,M03BX08,0
847,telmisartan,V08AA01,0
848,tlmsr,C09CA07,1
848,tlmsr,L03AB05,0
848,tlmsr,J05AF09,0
848,tlmsr,L04AA38,0
848,tlmsr,N05BA,0
849,val,C09CA03,1
849,val,L01XE02,0
849,val,L04AX01,0
849,val,L01XE14,0
849,val,C01BA01,0
850,diovan,C09CA03,1
850,diovan,B02BD03,0
850,diovan,L04AA30,0
850,diovan,A10BX12,0
850,diovan,N06BX03,0
851,valsartan,C09CA03,1
851,valsartan,J05AF05,0
851,valsartan,N02CD03,0
851,valsartan,J07BK01,0
851,valsartan,L03AB10,0
852,venz,N06AX16,1
852,venz,A16AB05,0
852,venz,L01XE02,0
852,venz,L01XC11,0
852,venz,J01DF01,0
853,venlafaxine (er),N06AX16,1
853,venlafaxine (er),J07BG01,0
853,venlafaxine (er),J01CE02,0
853,venlafaxine (er),J01XA03,0
853,venlafaxine (er),J05AR03,0
854,effexor,N06AX16,1
854,effexor,G02AB01,0
854,effexor,A07AA01,0
854,effexor,C01BA02,0
854,effexor,P02CA01,0
855,serc,N07CA01,1
855,serc,J05AB01,0
855,serc,N05AX15,0
855,serc,D07AC01,0
855,serc,B05BB01,0
856,betaserc,N07CA01,1
856,betaserc,R06AX13,0
856,betaserc,C03CA01,0
856,betaserc,V09XA01,0
856,betaserc,A16AB05,0
857,betas,N07CA01,1
857,betas,B01AC13,0
857,betas,A11HA03,0
857,betas,D07AC01,0
857,betas,L02AE04,0
858,clstr,A07FA01,1
858,clstr,J01AA02,0
858,clstr,H05BX04,0
858,clstr,J01MA02,0
858,clstr,B01AA01,0
859,enterogermina,A07FA01,1
859,enterogermina,G03AC01,0
859,enterogermina,G03GA08,0
859,enterogermina,V03AB24,0
859,enterogermina,P01AE05,0
860,ente,A07FA01,1
860,ente,A07DA03,0
860,ente,L02AB01,0
860,ente,J01AA06,0
860,ente,B01AE05,0
861,dexc,R06AB03,1
861,dexc,A04AD01,0
861,dexc,C07AG01,0
861,dexc,P01AX11,0
861,dexc,A11CC06,0
862,dxchl,R06AB03,1
862,dxchl,C09AA08,0
862,dxchl,M03AC04,0
862,dxchl,N05CF04,0
862,dxchl,L01XC13,0
863,dexchlorpheniramine,R06AB03,1
863,dexchlorpheniramine,J02AC01,0
863,dexchlorpheniramine,V03AB24,0
863,dexchlorpheniramine,C09CA04,0
863,dexchlorpheniramine,C02CA04,0
864,dicloxacillin,J01CF06,1
864,dicloxacillin,M03BX03,0
864,dicloxacillin,R03AC12,0
864,dicloxacillin,B02AB01,0
864,dicloxacillin,N05BA06,0
865,diclo,J01CF06,1
865,diclo,G04BE03,0
865,diclo,S01BA07,0
865,diclo,J05AF13,0
865,diclo,J05AX08,0
866,dyci,J01CF06,1
866,dyci,A11CC04,0
