group_id,query,atc_code,label
956,dime,J05AR01,0
956,dime,N01BB20,0
956,dime,A03FA03,0
956,dime,C01DA02,0
956,dime,R03AC03,0
956,dime,L01XX61,0
956,dime,J06BB08,0
956,dime,N07BB51,0
957,bal ,V03AB09,1
957,bal ,D05BB02,0
957,bal ,L04AC03,0
957,bal ,G03CA57,0
957,bal ,J05AX05,0
957,bal ,B02BD04,0
957,bal ,J07BK01,0
957,bal ,M01AE01,0
957,bal ,P01AA03,0
958,dbtmn,C01CA07,1
958,dbtmn,N01BB09,0
958,dbtmn,B03AC07,0
958,dbtmn,N07BB51,0
958,dbtmn,N01AX10,0
958,dbtmn,N06AA06,0
958,dbtmn,V07AV,0
958,dbtmn,A10AB05,0
958,dbtmn,S01JA01,0
959,dobu,C01CA07,1
959,dobu,G03BA03,0
959,dobu,J05AX16,0
959,dobu,D06BB01,0
959,dobu,P01BB51,0
959,dobu,J06BA01,0
959,dobu,L01XE23,0
959,dobu,D08AE04,0
959,dobu,V03AX09,0
960,dobutrex,C01CA07,1
960,dobutrex,B03XA01,0
960,dobutrex,R05CB,0
960,dobutrex,G03GA05,0
960,dobutrex,N05CH02,0
960,dobutrex,D03AX03,0
960,dobutrex,N01BB20,0
960,dobutrex,C01BB01,0
960,dobutrex,R06AD02,0
961,dbtm,C01CA07,1
961,dbtm,B03AX05,0
961,dbtm,P02BA01,0
961,dbtm,J02AC03,0
961,dbtm,N02CA01,0
961,dbtm,M01AE01,0
961,dbtm,C02DD01,0
961,dbtm,S01EE03,0
961,dbtm,B05XA01,0
962,dobut,C01CA07,1
962,dobut,S01EC07,0
962,dobut,A09AB01,0
962,dobut,V03AB20,0
962,dobut,A07FA02,0
962,dobut,N07BB04,0
962,dobut,L02BG03,0
962,dobut,L01XK04,0
962,dobut,V03AX09,0
963,dobutamine,C01CA07,1
963,dobutamine,N06AX12,0
963,dobutamine,S01BC05,0
963,dobutamine,J05AE09,0
963,dobutamine,L01AA02,0
963,dobutamine,J05AF05,0
963,dobutamine,N05BA16,0
963,dobutamine,C01CX08,0
963,dobutamine,J06AA02,0
964,dobuta,C01CA07,1
964,dobuta,N02AB03,0
964,dobuta,C09CA07,0
964,dobuta,L01BB05,0
964,dobuta,L01BC01,0
964,dobuta,V03AF04,0
964,dobuta,B01AC30,0
964,dobuta,L04AC01,0
964,dobuta,N05AL01,0
965,intro,C01CA04,1
965,intro,V03AX08,0
965,intro,A06AB02,0
965,intro,M05BA06,0
965,intro,R01AD07,0
965,intro,J05AF10,0
965,intro,A16AB02,0
965,intro,L04AA26,0
965,intro,R01AD12,0
966,dopam,C01CA04,1
966,dopam,J05AB14,0
966,dopam,N05BA16,0
966,dopam,N06AG02,0
966,dopam,L01XC15,0
966,dopam,L02BB03,0
966,dopam,J05AF30,0
966,dopam,L01XE34,0
966,dopam,J05AX08,0
967,dpmn,C01CA04,1
967,dpmn,V08AB05,0
967,dpmn,L01XE19,0
967,dpmn,J05AG04,0
967,dpmn,L04AE01,0
967,dpmn,C02DA01,0
967,dpmn,D01AE19,0
967,dpmn,J05AF04,0
967,dpmn,J05AB12,0
968,intr,C01CA04,1
968,intr,A10BX04,0
968,intr,A16AA01,0
968,intr,N02AA03,0
968,intr,R01BA02,0
968,intr,A12AA02,0
968,intr,L04AC05,0
968,intr,J04AK05,0
968,intr,D10AX03,0
969,dopa,C01CA04,1
969,dopa,V06AA01,0
969,dopa,D01AA08,0
969,dopa,L04AB04,0
969,dopa,L01XE23,0
969,dopa,M04AB01,0
969,dopa,L01DB02,0
969,dopa,B01AF03,0
969,dopa,J07BA02,0
970,dopamine,C01CA04,1
970,dopamine,J05AG03,0
970,dopamine,N07AA02,0
970,dopamine,A14AB01,0
970,dopamine,V03AF03,0
970,dopamine,J07BB01,0
970,dopamine,D05AX02,0
970,dopamine,P01AX11,0
970,dopamine,N02AA08,0
971,intropin,C01CA04,1
971,intropin,J02AC01,0
971,intropin,V03AB18,0
971,intropin,M01AE17,0
971,intropin,L01CD01,0
971,intropin,A06AD01,0
971,intropin,L01XC08,0
971,intropin,J05AP01,0
971,intropin,J02AX05,0
972,myocet,L01DB01,1
972,myocet,J01DD08,0
972,myocet,R05DA09,0
972,myocet,A02BC04,0
972,myocet,B05AA01,0
972,myocet,R06AA02,0
972,myocet,L01XE15,0
972,myocet,V03AB34,0
972,myocet,R01AA04,0
973,doxo,L01DB01,1
973,doxo,R03AA15,0
973,doxo,R03AB02,0
973,doxo,L01XE18,0
973,doxo,A10AB05,0
973,doxo,B05AA05,0
973,doxo,A12AA04,0
973,doxo,P02BA01,0
973,doxo,V08AA03,0
974,doxorubicin liposomal,L01DB01,1
974,doxorubicin liposomal,N06AF01,0
974,doxorubicin liposomal,R01AD12,0
974,doxorubicin liposomal,N06AX12,0
974,doxorubicin liposomal,C01BC02,0
974,doxorubicin liposomal,L01CD02,0
974,doxorubicin liposomal,L04AA33,0
974,doxorubicin liposomal,N02AC01,0
974,doxorubicin liposomal,C10AX14,0
975,doxorubi,L01DB01,1
975,doxorubi,L02BG06,0
975,doxorubi,R01AA05,0
975,doxorubi,D06BA01,0
975,doxorubi,R03DC53,0
975,doxorubi,C03CA01,0
975,doxorubi,S02AA16,0
975,doxorubi,J01XA01,0
975,doxorubi,N07BC02,0
976,dxrb,L01DB01,1
976,dxrb,L02AB01,0
976,dxrb,A16AB05,0
976,dxrb,L01XE36,0
976,dxrb,B03AB11,0
976,dxrb,A06AH01,0
976,dxrb,A07BA01,0
976,dxrb,G03XB01,0
976,dxrb,A10AB04,0
977,adri,L01DB01,1
977,adri,P01BC01,0
977,adri,P02AB02,0
977,adri,J05AX09,0
977,adri,J05AF30,0
977,adri,L04AC08,0
977,adri,D01AC08,0
977,adri,A08AA01,0
977,adri,G03AA14,0
978,doxorubicin,L01DB01,1
978,doxorubicin,L04AA24,0
978,doxorubicin,C09AA06,0
978,doxorubicin,N02AF02,0
978,doxorubicin,N01AX10,0
978,doxorubicin,J05AP56,0
978,doxorubicin,N05CD05,0
978,doxorubicin,A08AA02,0
978,doxorubicin,L03AB10,0
979,doxi,L01DB01,1
979,doxi,J04AK05,0
979,doxi,N07BC51,0
979,doxi,N03AG01,0
979,doxi,L01DA02,0
979,doxi,J05AX06,0
979,doxi,M03AC04,0
979,doxi,J07BB01,0
979,doxi,J01DD02,0
980,doxor,L01DB01,1
980,doxor,C07AB02,0
980,doxor,A06AG03,0
980,doxor,L02BB01,0
980,doxor,L04AA23,0
980,doxor,D08AG03,0
980,doxor,L04AC14,0
980,doxor,V03AB18,0
980,doxor,J05AG03,0
981,doxorubicin (liposomal),L01DB01,1
981,doxorubicin (liposomal),L01BA04,0
981,doxorubicin (liposomal),V03AE07,0
981,doxorubicin (liposomal),J05AH01,0
981,doxorubicin (liposomal),J06BB16,0
981,doxorubicin (liposomal),V09IX02,0
981,doxorubicin (liposomal),J05AF09,0
981,doxorubicin (liposomal),J05AE02,0
981,doxorubicin (liposomal),A14AA08,0
982,doxy,J01AA02,1
982,doxy,C09AA02,0
982,doxy,S02BA08,0
982,doxy,J05AX15,0
982,doxy,A11AB,0
982,doxy,B01AD11,0
982,doxy,A12BA03,0
982,doxy,V08AA01,0
982,doxy,M03BA03,0
983,vibramycin,J01AA02,1
983,vibramycin,N03AF02,0
983,vibramycin,N01BB09,0
983,vibramycin,A06AH01,0
983,vibramycin,N02AA05,0
983,vibramycin,B01AC05,0
983,vibramycin,G04BX06,0
983,vibramycin,N05BA16,0
983,vibramycin,N05BA,0
984,vibra,J01AA02,1
984,vibra,R03DC03,0
984,vibra,D06AX02,0
984,vibra,J06BB16,0
984,vibra,N05AN01,0
984,vibra,J01CF04,0
984,vibra,L02BB05,0
984,vibra,J01DC02,0
984,vibra,V03AE02,0
985,vibr,J01AA02,1
985,vibr,N02AB03,0
985,vibr,J05AB01,0
985,vibr,N02AA03,0
985,vibr,J04AC01,0
985,vibr,B01AF03,0
985,vibr,A16AB10,0
985,vibr,P01AB02,0
985,vibr,C08DB01,0
986,dxycy,J01AA02,1
986,dxycy,S01AE07,0
986,dxycy,L01DB06,0
986,dxycy,J05AF13,0
986,dxycy,L01DB07,0
986,dxycy,B02AB03,0
986,dxycy,A07EC01,0
986,dxycy,J01EA01,0
986,dxycy,D07AB09,0
987,doxyc,J01AA02,1
987,doxyc,N06AB05,0
987,doxyc,N01BB09,0
987,doxyc,M01AB15,0
987,doxyc,J01XX06,0
987,doxyc,C02DB02,0
987,doxyc,M01AB08,0
987,doxyc,G04BA02,0
987,doxyc,D07AD01,0
988,dxyc,J01AA02,1
988,dxyc,C10AA03,0
988,dxyc,L01XE19,0
988,dxyc,P03AC01,0
988,dxyc,N06CA01,0
988,dxyc,L03AA13,0
988,dxyc,J01EC01,0
988,dxyc,N05AE05,0
988,dxyc,H05BA01,0
989,doxycycline,J01AA02,1
989,doxycycline,H02AA02,0
989,doxycycline,C04AD03,0
989,doxycycline,N04BC09,0
989,doxycycline,A10BB12,0
989,doxycycline,C10AC02,0
989,doxycycline,B05AA07,0
989,doxycycline,N02AJ13,0
989,doxycycline,A10BH03,0
990,ure,D02AE01,1
990,ure,L02BA04,0
990,ure,P02CF01,0
990,ure,A12AA03,0
990,ure,G04BE03,0
990,ure,R01BA05,0
990,ure,C07AB03,0
990,ure,C01BB02,0
990,ure,N06AA10,0
991,ure 20%,D02AE01,1
991,ure 20%,A07FA01,0
991,ure 20%,B03AB11,0
991,ure 20%,J02AA01,0
991,ure 20%,H03AA03,0
991,ure 20%,A16AA02,0
991,ure 20%,P02CA01,0
991,ure 20%,G04BA02,0
991,ure 20%,C10AD02,0
992,urea 40%,D02AE01,1
992,urea 40%,N02CX03,0
992,urea 40%,N01AX03,0
992,urea 40%,H01CB04,0
992,urea 40%,J02AX06,0
992,urea 40%,V07AB05,0
992,urea 40%,L03AB10,0
992,urea 40%,N06AA01,0
992,urea 40%,N05CK01,0
993,ure 40%,D02AE01,1
993,ure 40%,N01AX10,0
993,ure 40%,M01AB02,0
993,ure 40%,L01AC01,0
993,ure 40%,M03BX03,0
993,ure 40%,A03BA01,0
993,ure 40%,R01AD07,0
993,ure 40%,D08AX02,0
993,ure 40%,J07BD52,0
994,urea,D02AE01,1
994,urea,A10BJ02,0
994,urea,N02AA03,0
994,urea,A11CC01,0
994,urea,A10BX04,0
994,urea,M01AE03,0
994,urea,N02AJ13,0
994,urea,L04AX04,0
994,urea,S01AX19,0
995,urea 20%,D02AE01,1
995,urea 20%,J06BB04,0
995,urea 20%,A16AA05,0
995,urea 20%,H03CA,0
995,urea 20%,J01XA01,0
995,urea 20%,H01BB01,0
995,urea 20%,L04AD01,0
995,urea 20%,J07AG01,0
995,urea 20%,J05AF06,0
996,enalapril,C09AA02,1
996,enalapril,D05AX02,0
996,enalapril,G03AA05,0
996,enalapril,D01AC01,0
996,enalapril,C10AX14,0
996,enalapril,C07AA03,0
996,enalapril,L02BA04,0
996,enalapril,A10BG03,0
996,enalapril,J02AC03,0
997,nlpr,C09AA02,1
997,nlpr,A16AB01,0
997,nlpr,A02BA01,0
997,nlpr,A11HA01,0
997,nlpr,B05BC01,0
997,nlpr,C02AB01,0
997,nlpr,A07FA01,0
997,nlpr,L01AD02,0
997,nlpr,V03AE09,0
998,enala,C09AA02,1
998,enala,L03AC01,0
998,enala,G03AA14,0
998,enala,A06AD01,0
998,enala,P01BF05,0
998,enala,A10BJ02,0
998,enala,C01EB03,0
998,enala,J05AD01,0
998,enala,N07BC01,0
999,vaso,C09AA02,1
999,vaso,D07CC01,0
999,vaso,J01DD02,0
999,vaso,A12AA01,0
999,vaso,R03BC01,0
999,vaso,B05AA01,0
999,vaso,N02CC04,0
999,vaso,N04AA05,0
999,vaso,N05AB02,0
1000,enam,C09AA02,1
1000,enam,D08AG02,0
1000,enam,C10AC02,0
1000,enam,M05BA01,0
1000,enam,J05AF06,0
1000,enam,A12CC07,0
1000,enam,J04AK01,0
1000,enam,L04AD01,0
1000,enam,J01MA02,0
1001,enap,C09AA02,1
1001,enap,C10AX16,0
1001,enap,R06AA09,0
1001,enap,A03FA01,0
1001,enap,B05XA07,0
1001,enap,R05CA02,0
1001,enap,C03DA04,0
1001,enap,A16AB04,0
1001,enap,J01XE01,0
1002,vasot,C09AA02,1
1002,vasot,N05AN01,0
1002,vasot,N06BA07,0
1002,vasot,J01CF02,0
1002,vasot,B02BD03,0
1002,vasot,C09AA09,0
1002,vasot,M03BA03,0
1002,vasot,R06AE09,0
1002,vasot,G03AA05,0
1003,enal,C09AA02,1
1003,enal,P02AX01,0
1003,enal,A11HA06,0
1003,enal,N01BB01,0
1003,enal,R05CB02,0
1003,enal,J01FA10,0
1003,enal,G03GA08,0
1003,enal,G04CA02,0
1003,enal,J01FF02,0
1004,vasotec,C09AA02,1
1004,vasotec,J01XB01,0
1004,vasotec,L01CB01,0
1004,vasotec,J07BD54,0
1004,vasotec,H01AA05,0
1004,vasotec,L01XC14,0
1004,vasotec,C04AB01,0
1004,vasotec,V03AB11,0
1004,vasotec,C07AB03,0
1005,nlprl,C09AA02,1
1005,nlprl,L01CA01,0
1005,nlprl,B03BB01,0
1005,nlprl,B03BA03,0
1005,nlprl,G03AA12,0
1005,nlprl,C10AB04,0
1005,nlprl,J01DD08,0
1005,nlprl,J01BA01,0
1005,nlprl,J01CF04,0
1006,encainide 35mg,C01BC02,1
1006,encainide 35mg,R06AA01,0
1006,encainide 35mg,N02AJ06,0
1006,encainide 35mg,A10BB02,0
1006,encainide 35mg,M03CA01,0
1006,encainide 35mg,M01AE03,0
1006,encainide 35mg,J01DD08,0
1006,encainide 35mg,A10BJ01,0
1006,encainide 35mg,L01XC08,0
1007,enca 35mg,C01BC02,1
1007,enca 35mg,N06AB04,0
1007,enca 35mg,G04BX06,0
1007,enca 35mg,R06AE09,0
1007,enca 35mg,N07AA05,0
1007,enca 35mg,G03AA13,0
1007,enca 35mg,C02CA01,0
1007,enca 35mg,N05CD05,0
1007,enca 35mg,H01CB04,0
1008,enkaid 35,C01BC02,1
1008,enkaid 35,J01FF02,0
1008,enkaid 35,L01AA06,0
1008,enkaid 35,J05AB09,0
1008,enkaid 35,L04AC16,0
1008,enkaid 35,V09CA02,0
1008,enkaid 35,A03FA01,0
1008,enkaid 35,R06AA01,0
1008,enkaid 35,J05AE08,0
1009,enca,C01BC02,1
1009,enca,V03AB09,0
1009,enca,N02AA05,0
1009,enca,A16AX01,0
1009,enca,J07AJ01,0
1009,enca,G03XC01,0
1009,enca,V06DX,0
1009,enca,R03BB01,0
1009,enca,D01AC08,0
1010,enka,C01BC02,1
1010,enka,N05CH02,0
1010,enka,R03AC02,0
1010,enka,L01XX24,0
1010,enka,B03AC09,0
1010,enka,N05CC01,0
1010,enka,L04AC08,0
1010,enka,N06AA12,0
1010,enka,J01AA08,0
1011,enca 35,C01BC02,1
1011,enca 35,L01XC18,0
1011,enca 35,J01GA01,0
1011,enca 35,L01XX44,0
1011,enca 35,A05AA01,0
1011,enca 35,C10AA01,0
1011,enca 35,C02DC01,0
1011,enca 35,R01BA05,0
1011,enca 35,B05XA02,0
1012,encai,C01BC02,1
1012,encai,C07AB09,0
1012,encai,L01XE14,0
1012,encai,L01AX03,0
1012,encai,A07BB,0
1012,encai,J01MA02,0
1012,encai,J05AG04,0
1012,encai,L01XE37,0
1012,encai,L04AE01,0
1013,enkaid 35mg,C01BC02,1
1013,enkaid 35mg,L01AA01,0
1013,enkaid 35mg,V10XX02,0
1013,enkaid 35mg,J05AG03,0
1013,enkaid 35mg,A02BX02,0
1013,enkaid 35mg,C08CA08,0
1013,enkaid 35mg,A12CE02,0
1013,enkaid 35mg,R05DA04,0
1013,enkaid 35mg,J01XE02,0
1014,encainide,C01BC02,1
1014,encainide,J01FF02,0
1014,encainide,V08AB07,0
1014,encainide,N06DX01,0
1014,encainide,L01AD02,0
1014,encainide,V03AB14,0
1014,encainide,N02CC03,0
1014,encainide,L01XC15,0
1014,encainide,A04AA05,0
1015,ncnd,C01BC02,1
1015,ncnd,N04AA02,0
1015,ncnd,V09IX01,0
1015,ncnd,J01MA16,0
1015,ncnd,S01FB01,0
1015,ncnd,N04AA01,0
1015,ncnd,S01ED51,0
1015,ncnd,A12AA01,0
1015,ncnd,J02AX06,0
1016,en oxaparin (lmwh),B01AB05,1
1016,en oxaparin (lmwh),L04AC14,0
1016,en oxaparin (lmwh),G03AC03,0
1016,en oxaparin (lmwh),R05CB,0
1016,en oxaparin (lmwh),P01BA01,0
1016,en oxaparin (lmwh),J01FA10,0
1016,en oxaparin (lmwh),N01BA02,0
1016,en oxaparin (lmwh),N05AF05,0
1016,en oxaparin (lmwh),J01FA09,0
1017,n-xp,B01AB05,1
1017,n-xp,L01XC07,0
1017,n-xp,L04AB06,0
1017,n-xp,G03GA08,0
1017,n-xp,J01XA04,0
1017,n-xp,L01XA03,0
1017,n-xp,N06AA12,0
1017,n-xp,N07BB04,0
1017,n-xp,N03AG06,0
1018,enoxa,B01AB05,1
1018,enoxa,R01AA05,0
1018,enoxa,V03AB18,0
1018,enoxa,S01JA01,0
1018,enoxa,L01XE17,0
1018,enoxa,V03AB11,0
1018,enoxa,V03AX02,0
1018,enoxa,N06AF04,0
1018,enoxa,L01XC26,0
1019,en-oxaparin (lmwh),B01AB05,1
1019,en-oxaparin (lmwh),L01XC15,0
1019,en-oxaparin (lmwh),N06DA03,0
1019,en-oxaparin (lmwh),S01FB01,0
1019,en-oxaparin (lmwh),N02AF02,0
1019,en-oxaparin (lmwh),L01BB06,0
1019,en-oxaparin (lmwh),V03AB09,0
1019,en-oxaparin (lmwh),P01AA01,0
1019,en-oxaparin (lmwh),N05CD03,0
1020,lovenox,B01AB05,1
1020,lovenox,A06AG03,0
1020,lovenox,B03XA02,0
1020,lovenox,L04AA13,0
1020,lovenox,N03AG01,0
1020,lovenox,L04AA26,0
1020,lovenox,H01CC02,0
1020,lovenox,D06BA01,0
1020,lovenox,J01MA02,0
1021,clex,B01AB05,1
1021,clex,N05CD05,0
1021,clex,A11HA03,0
1021,clex,H02AB08,0
1021,clex,A11HA01,0
1021,clex,M01CC01,0
1021,clex,L02BB02,0
1021,clex,J01MB02,0
1021,clex,D05AA01,0
1022,tuon,B01AB05,1
1022,tuon,J04BA02,0
1022,tuon,A12BA03,0
1022,tuon,L01XA03,0
1022,tuon,D02AA01,0
1022,tuon,B01AA07,0
1022,tuon,A02AA04,0
1022,tuon,B01AF01,0
1022,tuon,D05AA01,0
1023,loven,B01AB05,1
1023,loven,J05AE08,0
1023,loven,J01MA02,0
1023,loven,J01CA04,0
1023,loven,L01XX59,0
1023,loven,H03CA,0
1023,loven,B01AD04,0
1023,loven,C01BA01,0
1023,loven,M03BX02,0
1024,tuong,B01AB05,1
1024,tuong,A02AD02,0
1024,tuong,S01BA01,0
1024,tuong,D07CC01,0
1024,tuong,V03AE05,0
1024,tuong,J02AA01,0
1024,tuong,C07AB09,0
1024,tuong,L02BX06,0
1024,tuong,L02BB02,0
1025,enox,B01AB05,1
1025,enox,G03GB02,0
1025,enox,A11CC05,0
1025,enox,B01AC13,0
1025,enox,A12AA04,0
1025,enox,L01XX05,0
1025,enox,H01CC02,0
1025,enox,B03BA03,0
1025,enox,J02AC01,0
1026,ephe,R03AA03,1
1026,ephe,J05AG05,0
1026,ephe,N05CF02,0
1026,ephe,A10BB03,0
1026,ephe,V10XX02,0
1026,ephe,A11AB,0
1026,ephe,C01EB09,0
1026,ephe,M05BA03,0
1026,ephe,L01XK01,0
1027,ephedrin,R03AA03,1
1027,ephedrin,D06BB04,0
1027,ephedrin,L01AX07,0
1027,ephedrin,H03AA01,0
1027,ephedrin,H02AB07,0
1027,ephedrin,C09AA06,0
1027,ephedrin,L01XC17,0
1027,ephedrin,V03AX08,0
1027,ephedrin,C10AX,0
1028,phdrn,R03AA03,1
1028,phdrn,J02AB02,0
1028,phdrn,C07AB12,0
1028,phdrn,N01BB04,0
1028,phdrn,A06AG05,0
1028,phdrn,J06BB09,0
1028,phdrn,N06AA04,0
1028,phdrn,L01XC08,0
1028,phdrn,L04AB06,0
1029,ephedrine,R03AA03,1
1029,ephedrine,V03AB03,0
1029,ephedrine,D01AE04,0
1029,ephedrine,B01AE05,0
1029,ephedrine,R06AB54,0
1029,ephedrine,N02CX03,0
1029,ephedrine,A07XA01,0
1029,ephedrine,M03BX05,0
1029,ephedrine,C02AB01,0
1030,ephed,R03AA03,1
1030,ephed,A12CC07,0
1030,ephed,C02DD01,0
1030,ephed,R06AX13,0
1030,ephed,A10AE04,0
1030,ephed,V06DC01,0
1030,ephed,M01AE01,0
1030,ephed,A06AH01,0
1030,ephed,J05AP57,0
1031,phdr,R03AA03,1
1031,phdr,A16AA05,0
1031,phdr,L02BX03,0
1031,phdr,M03BA02,0
1031,phdr,N02AX06,0
1031,phdr,H01AC01,0
1031,phdr,B01AC06,0
1031,phdr,N05CF04,0
1031,phdr,L01XE08,0
1032,ergom,G02AB03,1
1032,ergom,B03AC07,0
1032,ergom,B03AX05,0
1032,ergom,J05AH03,0
1032,ergom,L01CD01,0
1032,ergom,N02AJ13,0
1032,ergom,N05BA02,0
1032,ergom,J01CF04,0
1032,ergom,B01AE06,0
1033,rgmtr,G02AB03,1
1033,rgmtr,J05AG04,0
1033,rgmtr,P02AB02,0
1033,rgmtr,J07AL01,0
1033,rgmtr,H05AA02,0
1033,rgmtr,A10BX02,0
1033,rgmtr,N01BA05,0
1033,rgmtr,V03AF03,0
1033,rgmtr,S01BC05,0
1034,ergo,G02AB03,1
1034,ergo,B02BD02,0
1034,ergo,J02AC05,0
1034,ergo,J05AX15,0
1034,ergo,D06BB06,0
1034,ergo,L01BB06,0
1034,ergo,S01BA04,0
1034,ergo,H02AB07,0
1034,ergo,D01AA08,0
1035,rgmt,G02AB03,1
1035,rgmt,L01XC22,0
1035,rgmt,A02BA03,0
1035,rgmt,A10BX07,0
1035,rgmt,L03AB01,0
1035,rgmt,N01BA02,0
1035,rgmt,N04BX02,0
1035,rgmt,L01XA01,0
1035,rgmt,M01AX05,0
1036,ergometrine,G02AB03,1
1036,ergometrine,M03AX02,0
1036,ergometrine,N04BC09,0
1036,ergometrine,J07BF03,0
1036,ergometrine,N05CK01,0
1036,ergometrine,L04AA31,0
1036,ergometrine,L02AE04,0
1036,ergometrine,D01AE12,0
1036,ergometrine,A06AD01,0
1037,ergometrin,G02AB03,1
1037,ergometrin,J05AE03,0
1037,ergometrin,H03BB02,0
1037,ergometrin,G03AD01,0
1037,ergometrin,B03AC02,0
1037,ergometrin,A02BC02,0
1037,ergometrin,N01AH03,0
1037,ergometrin,A10AC01,0
1037,ergometrin,D01AE15,0
1038,erythro,J01FA01,1
1038,erythro,L04AA45,0
1038,erythro,J01DI02,0
1038,erythro,L02AE04,0
1038,erythro,L01XE02,0
1038,erythro,M01AE17,0
1038,erythro,J04AK01,0
1038,erythro,M04AA03,0
1038,erythro,A12BA01,0
1039,eryt,J01FA01,1
1039,eryt,A07FA02,0
1039,eryt,S01CA01,0
1039,eryt,R01AA04,0
1039,eryt,N05BA04,0
1039,eryt,N06AF03,0
1039,eryt,N05AH02,0
1039,eryt,M05BX06,0
1039,eryt,J05AE02,0
1040,e-my,J01FA01,1
1040,e-my,H05AA04,0
1040,e-my,A11HA01,0
1040,e-my,V06AX01,0
1040,e-my,J01XA01,0
1040,e-my,C08CA01,0
1040,e-my,N01AB08,0
1040,e-my,N02AA02,0
1040,e-my,L01XE14,0
1041,ryth,J01FA01,1
1041,ryth,C05BB02,0
1041,ryth,J01DH02,0
1041,ryth,P02CF01,0
1041,ryth,J05AX09,0
1041,ryth,N05BA01,0
1041,ryth,L02AE01,0
1041,ryth,C01CA03,0
1041,ryth,J01DD13,0
1042,e-myc,J01FA01,1
1042,e-myc,L04AA27,0
1042,e-myc,D10BA01,0
1042,e-myc,L01XX32,0
1042,e-myc,G03AA13,0
1042,e-myc,C09AA08,0
1042,e-myc,B03BA01,0
1042,e-myc,H02AB04,0
1042,e-myc,A10BD02,0
1043,rythr,J01FA01,1
1043,rythr,H02AB04,0
1043,rythr,J05AF30,0
1043,rythr,L01BB04,0
1043,rythr,B01AC21,0
1043,rythr,J05AD01,0
1043,rythr,R06AX17,0
1043,rythr,J04AB05,0
1043,rythr,J01FA06,0
1044,eryth,J01FA01,1
1044,eryth,V03AX08,0
1044,eryth,M01AE17,0
1044,eryth,C03AA03,0
1044,eryth,N07BB01,0
1044,eryth,C01DG01,0
1044,eryth,L01BB05,0
1044,eryth,V03AB25,0
1044,eryth,H02AB05,0
1045,e-mycin,J01FA01,1
1045,e-mycin,H02AB01,0
1045,e-mycin,L02BB02,0
1045,e-mycin,L04AB01,0
1045,e-mycin,L01AC01,0
1045,e-mycin,R05CA03,0
1045,e-mycin,P02CE01,0
1045,e-mycin,D05BA02,0
1045,e-mycin,A07XA01,0
1046,erythromycin (uong),J01FA01,1
1046,erythromycin (uong),J01CF04,0
1046,erythromycin (uong),J07AH02,0
1046,erythromycin (uong),A12CX,0
1046,erythromycin (uong),P02CE01,0
1046,erythromycin (uong),N06AB04,0
1046,erythromycin (uong),L01XX52,0
1046,erythromycin (uong),V03AE10,0
1046,erythromycin (uong),N05CF01,0
1047,erythromycin,J01FA01,1
1047,erythromycin,N07XX02,0
1047,erythromycin,R05CB13,0
1047,erythromycin,J01DD01,0
1047,erythromycin,V03AB37,0
1047,erythromycin,L01XX27,0
1047,erythromycin,N05CH02,0
1047,erythromycin,S01EE01,0
1047,erythromycin,D01AC03,0
1048,myamb,J04AK02,1
1048,myamb,A08AA01,0
1048,myamb,C03BA08,0
1048,myamb,N03AF01,0
1048,myamb,B05AA01,0
1048,myamb,V07AB05,0
1048,myamb,C10AX15,0
1048,myamb,J05AB09,0
1048,myamb,S01EE03,0
1049,myambutol,J04AK02,1
1049,myambutol,L04AA39,0
1049,myambutol,M03BC01,0
1049,myambutol,L01XE18,0
1049,myambutol,V03AF03,0
1049,myambutol,P03AX01,0
1049,myambutol,B01AA01,0
1049,myambutol,A12AA03,0
1049,myambutol,V03AB14,0
1050,etam,J04AK02,1
1050,etam,M05BX04,0
1050,etam,C08CA08,0
1050,etam,P01AX11,0
1050,etam,N07BC01,0
1050,etam,R01AA05,0
1050,etam,L01CD01,0
1050,etam,L01XA03,0
1050,etam,L01DA01,0
1051,etambutol,J04AK02,1
1051,etambutol,A10BX02,0
1051,etambutol,H02AB05,0
1051,etambutol,J07AE01,0
1051,etambutol,M01AB03,0
1051,etambutol,L01CA01,0
1051,etambutol,R01BA05,0
1051,etambutol,J01DH03,0
1051,etambutol,N03AX15,0
1052,tmbtl,J04AK02,1
1052,tmbtl,G04BX06,0
1052,tmbtl,M04AC01,0
1052,tmbtl,L01XE16,0
1052,tmbtl,L01BC08,0
1052,tmbtl,L04AA33,0
1052,tmbtl,L01XX05,0
1052,tmbtl,C02AA04,0
1052,tmbtl,B05BB01,0
1053,ethambutol,J04AK02,1
1053,ethambutol,C01BD04,0
1053,ethambutol,A02AA04,0
1053,ethambutol,H01AX01,0
1053,ethambutol,J01XA02,0
1053,ethambutol,L01XE13,0
1053,ethambutol,G02CB03,0
1053,ethambutol,J07AJ02,0
1053,ethambutol,L01XE08,0
1054,tmbt,J04AK02,1
1054,tmbt,D05AA01,0
1054,tmbt,M03AC02,0
1054,tmbt,M05BA06,0
1054,tmbt,N01AX13,0
1054,tmbt,B01AC04,0
1054,tmbt,D07AA02,0
1054,tmbt,R03BB01,0
1054,tmbt,N03AG01,0
1055,etha,J04AK02,1
1055,etha,M03CA01,0
1055,etha,S01FA06,0
1055,etha,H02AB02,0
1055,etha,M04AA01,0
1055,etha,R05DA04,0
1055,etha,A11HA02,0
1055,etha,N05BA04,0
1055,etha,N01AH03,0
1056,etham,J04AK02,1
